pelOd6E0sdu5mygf	v0001.01_RouteConditionsConnector	f	0
CvzPNlnWXrzZfYGP	v0001.02_WeatherConnector	f	1
qQPYZ1eUdNsAwBNM	v0001.03_AirQualityConnector	f	0
263acPaILiJmPW9m	v0001.04_WildfireConnector	f	1
D1Dsa02M3LAmzRfy	v0001.05_FloodConditionsConnector	f	1
wm4M6lHgcbBYlIJh	v0001.06_CanalStatusConnector	f	2
0h9XYSxumCdZFYwh	v0001.07_GovernmentSafetyAlertsConnector	f	1
